# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	5794
#@/user_id	32c9a853-ebe4-49e9-ac71-f12fd2996abe
a 	吖	c=2 d=0.00608616 t=5794
gao 	高	c=2 d=2.75417e-06 t=5794
gao bu qing chu 	高不清楚	c=1 d=2.76745e-05 t=5794
gao ding 	搞定	c=1 d=8.98918e-12 t=5794
gao du 	高度	c=2 d=1.84177 t=5794
gao su 	告訴	c=1 d=6.1931e-11 t=5794
gao xiao 	搞笑	c=2 d=0.000726294 t=5794
gao xiao 	高效	c=4 d=0.37928 t=5794
gao xiao 	高校	c=1 d=3.35691e-12 t=5794
gao xiao cheng xu yuan 	搞笑程序員	c=1 d=0.00729913 t=5794
gao xing 	高興	c=1 d=1.21028e-10 t=5794
gao zhi 	告知	c=1 d=0.145876 t=5794
ge 	個	c=18 d=0.970331 t=5794
ge 	各	c=8 d=0.0212052 t=5794
ge 	哥	c=1 d=6.06737e-05 t=5794
ge ge 	各個	c=1 d=0.18452 t=5794
ge la 	格拉	c=1 d=7.60219e-11 t=5794
ge ren 	個人	c=1 d=5.03217e-10 t=5794
ge zhong 	各種	c=0 d=2.60088e-11 t=5794
ge zi 	閣子	c=1 d=7.23266e-13 t=5794
gei 	給	c=7 d=0.0121851 t=5794
gei wo 	給我	c=3 d=6.11384e-05 t=5794
gen ju 	根據	c=2 d=0.153357 t=5794
gen zong 	跟蹤	c=3 d=0.0780957 t=5794
geng 	更	c=1 d=2.95381e-07 t=5794
geng die 	更迭	c=1 d=6.9972e-06 t=5794
geng duo 	更多	c=1 d=0.0746459 t=5794
geng gai 	更改	c=2 d=4.59301e-07 t=5794
geng hao 	更好	c=1 d=0.0192547 t=5794
geng jia 	更加	c=1 d=0.0558548 t=5794
geng xin 	更新	c=2 d=0.0105145 t=5794
gong 	共	c=1 d=0.256661 t=5794
gong cheng 	工程	c=3 d=4.60438e-12 t=5794
gong di 	工地	c=1 d=2.87393e-08 t=5794
gong jiao 	公交	c=1 d=5.77441e-11 t=5794
gong ju 	工具	c=7 d=0.124671 t=5794
gong ju lan 	工具欄	c=1 d=7.10416e-08 t=5794
gong kai 	公開	c=1 d=0.279431 t=5794
gong lve 	攻略	c=1 d=0.00286554 t=5794
gong neng 	功能	c=3 d=0.143704 t=5794
gong qing 	宮傾	c=1 d=0.000176005 t=5794
gong si 	公司	c=3 d=1.48574e-08 t=5794
gong si yi kan 	公司一看	c=1 d=1.13999e-12 t=5794
gong tong 	共同	c=1 d=0.245367 t=5794
gong xiang 	共享	c=1 d=0.271173 t=5794
gong yuan 	公園	c=1 d=8.92125e-11 t=5794
gong zuo 	工作	c=7 d=0.181636 t=5794
gong zuo liang 	工作量	c=1 d=0.0889216 t=5794
gong zuo liu 	工作流	c=1 d=4.8725e-13 t=5794
gou jian 	構建	c=1 d=0.126818 t=5794
gou tong 	溝通	c=3 d=0.330047 t=5794
gou wu 	購物	c=1 d=0.000100535 t=5794
gu 	股	c=0 d=3.30524e-07 t=5794
gu ding 	固定	c=1 d=0.04573 t=5794
gu ji 	估計	c=3 d=9.46953e-07 t=5794
gu li 	孤立	c=1 d=0.0125881 t=5794
gu ma 	姑媽	c=1 d=3.51871e-07 t=5794
gu pian 	骨片	c=2 d=3.44013e-06 t=5794
gu piao 	股票	c=11 d=0.411655 t=5794
gu piao ruan jian 	股票軟件	c=1 d=1.64217e-12 t=5794
gu yuan 	顧源	c=1 d=0.394554 t=5794
gu zhi 	股指	c=2 d=3.88677e-08 t=5794
gua 	掛	c=1 d=3.12082e-07 t=5794
guai tai 	怪胎	c=1 d=2.867e-09 t=5794
guan 	管	c=2 d=9.88453e-06 t=5794
guan 	關	c=1 d=3.50562e-05 t=5794
guan du 	官渡	c=1 d=7.26396e-05 t=5794
guan li 	管理	c=34 d=5.18728e-06 t=5794
guan lian 	關聯	c=9 d=8.53404e-07 t=5794
guan wang 	官網	c=1 d=9.75642e-05 t=5794
guan zhu 	關注	c=1 d=9.52039e-11 t=5794
guang 	逛	c=1 d=4.08886e-09 t=5794
guang jie 	逛街	c=1 d=2.01512e-08 t=5794
gui 	貴	c=2 d=4.49416e-08 t=5794
gui 	跪	c=1 d=0.00379148 t=5794
gui 	鬼	c=2 d=0.00126511 t=5794
gui hua 	規劃	c=1 d=0.000488095 t=5794
gui yang zi 	鬼樣子	c=1 d=0.000127806 t=5794
guo 	國	c=1 d=8.65317e-05 t=5794
guo 	過	c=5 d=0.993481 t=5794
guo cheng 	過程	c=1 d=0.0391639 t=5794
guo de 	過得	c=1 d=1.94648e-12 t=5794
guo duan 	過段	c=1 d=1.81457e-10 t=5794
guo ji tian 	過幾天	c=1 d=7.45292e-13 t=5794
guo la 	過啦	c=1 d=1.24693e-08 t=5794
guo lai 	過來	c=4 d=3.33344e-07 t=5794
guo lai ba 	過來吧	c=1 d=1.35101e-10 t=5794
guo lao 	過勞	c=0 d=1.35101e-11 t=5794
guo lao ba 	過勞吧	c=1 d=1.35778e-10 t=5794
guo le 	過了	c=1 d=0.000135032 t=5794
guo nian 	過年	c=1 d=1.14532e-08 t=5794
guo qu 	過去	c=3 d=1.73416e-05 t=5794
guo tou 	過頭	c=0 d=2.61303e-07 t=5794
guo wai 	國外	c=1 d=4.11859e-06 t=5794
guo yu 	過於	c=1 d=0.025223 t=5794
ha 	哈	c=1 d=0.00208081 t=5794
ha ha 	哈哈	c=1 d=5.15868e-08 t=5794
hai 	海	c=1 d=1.06807e-10 t=5794
hai 	還	c=12 d=0.00133499 t=5794
hai 	骸	c=2 d=0.000211391 t=5794
hai ba 	海拔	c=1 d=2.1401e-10 t=5794
hai bu 	還不	c=2 d=4.89106e-10 t=5794
hai cha 	還差	c=1 d=0.00628242 t=5794
hai de 	害得	c=1 d=5.08361e-12 t=5794
hai de 	海德	c=3 d=1.63179e-11 t=5794
hai gui 	還貴	c=1 d=2.18824e-07 t=5794
hai hao 	還好	c=1 d=8.5729e-13 t=5794
hai jiu 	海鷲	c=1 d=1.12826e-08 t=5794
hai ke 	還可	c=1 d=1.30135e-07 t=5794
hai ke 	駭客	c=1 d=1.08384e-06 t=5794
hai ke yi ba 	還可一把	c=1 d=1.18898e-07 t=5794
hai mei 	還沒	c=5 d=0.000625297 t=5794
hai shi 	還是	c=8 d=0.00181017 t=5794
hai suan 	還算	c=2 d=9.35219e-06 t=5794
hai xu 	還需	c=1 d=0.00458484 t=5794
hai yao 	還要	c=1 d=2.36517e-10 t=5794
hai yi wei 	還以爲	c=1 d=2.86651e-07 t=5794
hai yong 	還用	c=1 d=1.84645e-09 t=5794
hai you 	還有	c=7 d=0.00847338 t=5794
hai zai 	還在	c=1 d=7.40731e-11 t=5794
hai zi 	孩子	c=1 d=6.62388e-08 t=5794
han ban 	韓版	c=1 d=0.396531 t=5794
han ju 	韓劇	c=1 d=4.95809e-12 t=5794
hang 	航	c=1 d=2.83066e-06 t=5794
hang 	行	c=3 d=0.000176134 t=5794
hang dian 	杭電	c=1 d=0.339596 t=5794
hang qing 	行情	c=9 d=0.0170072 t=5794
hao 	好	c=15 d=0.381933 t=5794
hao 	浩	c=1 d=1.43085e-09 t=5794
hao 	號	c=7 d=4.51138e-05 t=5794
hao ba 	好吧	c=14 d=0.00705851 t=5794
hao bu 	毫不	c=1 d=1.16845e-08 t=5794
hao da pai 	好打牌	c=1 d=3.30637e-10 t=5794
hao guo 	好過	c=1 d=4.66697e-06 t=5794
hao hao 	好好	c=0 d=4.0468e-06 t=5794
hao hao kan 	好好看	c=1 d=4.06708e-05 t=5794
hao he 	好喝	c=1 d=2.16646e-07 t=5794
hao ji ci 	好幾次	c=1 d=2.48044e-11 t=5794
hao jia mei 	好佳美	c=1 d=3.58175e-10 t=5794
hao jiu 	好久	c=2 d=1.14826e-08 t=5794
hao kan 	好看	c=2 d=0.000611253 t=5794
hao le 	好了	c=1 d=0.0001441 t=5794
hao niu bi 	號牛逼	c=1 d=1.91157e-05 t=5794
hao ping 	好評	c=2 d=0.883092 t=5794
hao shang xin 	好傷心	c=1 d=3.70933e-10 t=5794
hao wan 	好玩	c=1 d=1.3783e-10 t=5794
hao xiang 	好像	c=1 d=1.80522e-08 t=5794
hao yong 	好用	c=2 d=2.30481e-12 t=5794
hao you 	好友	c=1 d=7.32301e-12 t=5794
hao yuan 	好遠	c=1 d=1.84231e-12 t=5794
he 	和	c=27 d=3.25689 t=5794
he 	盒	c=0 d=0.00209629 t=5794
he he 	呵呵	c=15 d=9.74325e-05 t=5794
he ji 	合集	c=4 d=0.000675941 t=5794
he li 	合理	c=1 d=0.0263839 t=5794
he xin 	核心	c=1 d=0.082085 t=5794
hei bai 	黑白	c=1 d=0.00433948 t=5794
hei hei 	嘿嘿	c=3 d=6.28355e-05 t=5794
hei mei 	黑莓	c=3 d=3.63296e-11 t=5794
hen 	很	c=15 d=0.12442 t=5794
hen bu cuo 	很不錯	c=1 d=1.29156e-10 t=5794
hen da 	很大	c=1 d=8.25526e-10 t=5794
hen da de 	很大的	c=1 d=0.000464291 t=5794
hen duo 	很多	c=3 d=1.48236e-06 t=5794
hen gao xing 	很高興	c=1 d=4.92146e-13 t=5794
hen hao 	很好	c=1 d=0.00118265 t=5794
hen jiu 	很久	c=4 d=4.65492e-05 t=5794
hen leng 	很冷	c=1 d=2.22744e-10 t=5794
hen niu bi 	很牛逼	c=1 d=1.83756e-11 t=5794
hen qiang 	很強	c=1 d=2.19427e-10 t=5794
hen tong ku 	很痛苦	c=1 d=1.17695e-05 t=5794
heng 	哼	c=1 d=5.29017e-10 t=5794
heng xiang 	橫向	c=1 d=0.878095 t=5794
hong 	哄	c=1 d=0.00012909 t=5794
hong cha 	紅茶	c=2 d=5.45442e-09 t=5794
hong sheng 	轟聲	c=1 d=9.63768e-08 t=5794
hou 	後	c=2 d=0.268474 t=5794
hou dao 	厚道	c=1 d=0.000149981 t=5794
hou hui 	後悔	c=0 d=1.15423e-12 t=5794
hou tai 	後臺	c=6 d=0.0605068 t=5794
hou xuan 	候選	c=1 d=0.869358 t=5794
hu 	互	c=1 d=0.810584 t=5794
hu 	壺	c=0 d=2.78227e-10 t=5794
hu 	戶	c=1 d=4.64528e-10 t=5794
hua 	花	c=5 d=0.000800719 t=5794
hua 	話	c=1 d=3.59909e-08 t=5794
hua shuo 	話說	c=4 d=7.01558e-07 t=5794
hua yang 	花樣	c=1 d=1.0677e-06 t=5794
hua zhuang pin 	化妝品	c=1 d=2.84485e-06 t=5794
huai 	壞	c=1 d=4.17217e-11 t=5794
huai 	懷	c=2 d=0.00132388 t=5794
huai shu hai 	懷殊駭	c=1 d=0.000102055 t=5794
huai yi 	懷疑	c=1 d=9.58798e-06 t=5794
huan 	換	c=2 d=4.19094e-05 t=5794
huan 	歡	c=2 d=4.18092e-05 t=5794
huan 	環	c=2 d=0.00263163 t=5794
huan 	還	c=3 d=4.82491e-08 t=5794
huan jing 	環境	c=2 d=0.412753 t=5794
huan ping 	換屏	c=1 d=1.21929e-09 t=5794
huang 	黃	c=1 d=3.73821e-13 t=5794
huang jin 	黃金	c=1 d=4.18154e-08 t=5794
hui 	回	c=3 d=1.0646e-05 t=5794
hui 	會	c=14 d=0.0909615 t=5794
hui 	毀	c=1 d=0.000777055 t=5794
hui dao 	回到	c=1 d=0.000121572 t=5794
hui fa sheng 	會發生	c=1 d=1.14236e-07 t=5794
hui fu 	回覆	c=1 d=1.23792e-11 t=5794
hui fu 	恢復	c=2 d=1.01057e-06 t=5794
hui gu 	回顧	c=13 d=0.00244141 t=5794
hui jia 	回家	c=3 d=1.83956e-05 t=5794
hui juan 	回捲	c=0 d=5.58643e-05 t=5794
hui lai 	回來	c=12 d=0.00928933 t=5794
hui lai le 	會來了	c=1 d=1.12807e-06 t=5794
hui lao 	會老	c=1 d=5.6445e-08 t=5794
hui le 	回了	c=1 d=1.34381e-06 t=5794
hui mian 	會面	c=1 d=0.215456 t=5794
hui qu 	回去	c=2 d=1.40322e-06 t=5794
hui shi 	回事	c=1 d=0.000365224 t=5794
hui yi 	會議	c=1 d=0.0177743 t=5794
hui yi lu 	回憶錄	c=1 d=3.88878e-07 t=5794
hun dun 	混沌	c=1 d=2.58703e-06 t=5794
hun li 	婚禮	c=2 d=0.0183322 t=5794
huo 	或	c=3 d=0.00522135 t=5794
huo 	活	c=1 d=2.31794e-08 t=5794
huo 	禍	c=1 d=0.000181365 t=5794
huo 	霍	c=0 d=1.71776e-13 t=5794
huo de 	獲得	c=1 d=0.0411719 t=5794
huo dong 	活動	c=2 d=0.0174231 t=5794
huo hai 	禍害	c=1 d=1.33067e-08 t=5794
huo jian hua 	霍建華	c=1 d=1.72637e-12 t=5794
huo liao 	火療	c=1 d=0.38868 t=5794
huo qu 	獲取	c=4 d=7.65874e-06 t=5794
huo shi 	或是	c=1 d=0.19398 t=5794
huo ying ren zhe 	火影忍者	c=1 d=6.64328e-13 t=5794
ji 	基	c=1 d=5.1347e-12 t=5794
ji 	機	c=1 d=6.98389e-13 t=5794
ji 	紀	c=1 d=0.00271219 t=5794
ji 	級	c=2 d=1.70976e-08 t=5794
ji 	計	c=2 d=0.00646306 t=5794
ji ben 	基本	c=5 d=0.786628 t=5794
ji ben 	幾本	c=1 d=9.90555e-07 t=5794
ji chang 	機場	c=1 d=7.71314e-05 t=5794
ji cheng 	集成	c=3 d=0.108298 t=5794
ji ci 	幾次	c=3 d=0.00660453 t=5794
ji cuo 	記錯	c=1 d=1.33089e-10 t=5794
ji dan 	雞蛋	c=1 d=0.375311 t=5794
ji de 	記得	c=2 d=0.00392653 t=5794
ji dian 	幾點	c=1 d=0.00151855 t=5794
ji dong 	激動	c=3 d=3.57397e-10 t=5794
ji ge 	幾個	c=1 d=8.27663e-11 t=5794
ji hua 	計劃	c=3 d=0.00445009 t=5794
ji huo 	激活	c=1 d=0.000277414 t=5794
ji huo ma 	激活碼	c=3 d=0.000763438 t=5794
ji jin 	基金	c=3 d=0.0188171 t=5794
ji ke 	即可	c=1 d=0.024972 t=5794
ji ke 	極客	c=1 d=0.00029902 t=5794
ji lei 	基類	c=1 d=0.164474 t=5794
ji lu 	記錄	c=5 d=0.166127 t=5794
ji neng 	技能	c=2 d=1.9089e-12 t=5794
ji po 	擊破	c=1 d=0.185444 t=5794
ji qi 	及其	c=1 d=0.172045 t=5794
ji qi 	機器	c=4 d=0.00894688 t=5794
ji shi 	及時	c=2 d=0.356367 t=5794
ji shi nian 	幾十年	c=1 d=5.56046e-08 t=5794
ji shu 	奇數	c=1 d=0.640824 t=5794
ji shu 	技術	c=5 d=0.0736713 t=5794
ji su 	激素	c=1 d=0.0269169 t=5794
ji suan 	計算	c=2 d=5.1578e-06 t=5794
ji suan ji 	計算機	c=5 d=0.00152747 t=5794
ji suan ke 	計蒜客	c=1 d=0.00341356 t=5794
ji ti 	集體	c=1 d=0.242926 t=5794
ji tian 	幾天	c=1 d=8.61587e-13 t=5794
ji wei 	幾位	c=1 d=4.09805e-06 t=5794
ji xu 	繼續	c=1 d=0.000448321 t=5794
ji yu 	基於	c=1 d=0.0478349 t=5794
ji yu 	機遇	c=1 d=1.64162e-08 t=5794
ji zhong 	集中	c=1 d=0.145148 t=5794
jia 	假	c=1 d=1.18631e-10 t=5794
jia 	價	c=1 d=0.00305798 t=5794
jia 	夾	c=3 d=1.92722e-06 t=5794
jia 	嫁	c=1 d=0.00887071 t=5794
jia 	家	c=10 d=0.00460122 t=5794
jia 	架	c=1 d=1.45925e-05 t=5794
jia ban 	加班	c=2 d=4.82271e-11 t=5794
jia ge 	價格	c=3 d=0.0462404 t=5794
jia gou shi 	架構師	c=1 d=0.22091 t=5794
jia li 	家裏	c=2 d=1.67953e-09 t=5794
jia mei 	佳美	c=0 d=3.56388e-11 t=5794
jia nian hua 	嘉年華	c=1 d=6.57718e-13 t=5794
jia ting 	家庭	c=2 d=1.86177e-12 t=5794
jia you 	加油	c=5 d=1.52047e-05 t=5794
jia zai 	加載	c=2 d=0.00289433 t=5794
jia zhi 	價值	c=1 d=0.00236968 t=5794
jia zhong 	家中	c=1 d=0.000111666 t=5794
jian 	剪	c=1 d=1.13099e-07 t=5794
jian 	建	c=1 d=1.73892e-09 t=5794
jian 	撿	c=1 d=0.293758 t=5794
jian 	檢	c=1 d=0.0338776 t=5794
jian 	減	c=2 d=0.00111467 t=5794
jian 	漸	c=1 d=0.0124629 t=5794
jian 	鍵	c=2 d=8.70515e-09 t=5794
jian chi 	堅持	c=2 d=0.00814786 t=5794
jian dan 	簡單	c=3 d=0.280716 t=5794
jian ding 	檢定	c=1 d=0.612626 t=5794
jian ding 	鑑定	c=0 d=0.0718924 t=5794
jian guo 	堅果	c=2 d=4.8345e-05 t=5794
jian hua 	建華	c=0 d=1.71776e-13 t=5794
jian kang 	健康	c=2 d=1.85248e-12 t=5794
jian shen 	劍神	c=1 d=0.453845 t=5794
jian yi 	建議	c=0 d=0.0321422 t=5794
jian zhuang 	健壯	c=1 d=0.0561348 t=5794
jiang 	將	c=2 d=0.331656 t=5794
jiang 	薑	c=1 d=0.000288735 t=5794
jiang 	講	c=3 d=0.148082 t=5794
jiang 	降	c=1 d=0.00302755 t=5794
jiang hui 	將會	c=1 d=0.0285814 t=5794
jiao 	交	c=2 d=2.0539e-11 t=5794
jiao 	叫	c=5 d=4.86941e-06 t=5794
jiao 	嬌	c=1 d=0.00315111 t=5794
jiao cai 	教材	c=1 d=2.66075e-13 t=5794
jiao cheng 	教程	c=3 d=1.67399e-09 t=5794
jiao fu 	交付	c=3 d=0.0647953 t=5794
jiao fu 	教父	c=5 d=1.12827 t=5794
jiao le 	叫了	c=1 d=4.21482e-13 t=5794
jiao nai nai 	叫奶奶	c=1 d=9.00938e-09 t=5794
jiao xue 	教學	c=1 d=0.257947 t=5794
jiao yi 	交易	c=10 d=1.55383e-05 t=5794
jie 	節	c=2 d=0.00039171 t=5794
jie duan 	階段	c=1 d=1.04187e-12 t=5794
jie dui 	結對	c=2 d=0.561539 t=5794
jie guo 	結果	c=5 d=0.00200128 t=5794
jie hun 	結婚	c=1 d=9.83572e-12 t=5794
jie jia ri 	節假日	c=1 d=4.57456e-06 t=5794
jie jie 	姐姐	c=1 d=4.81156e-12 t=5794
jie ju 	結局	c=1 d=0.371577 t=5794
jie jue 	解決	c=8 d=0.955704 t=5794
jie kou 	接口	c=3 d=0.402532 t=5794
jie mian 	界面	c=3 d=6.39167e-07 t=5794
jie ping 	截屏	c=1 d=1.65355e-05 t=5794
jie sheng 	節省	c=1 d=0.079659 t=5794
jie shi 	揭示	c=1 d=3.23308e-11 t=5794
jie shu 	結束	c=1 d=0.00618889 t=5794
jie su 	借宿	c=1 d=0.00615802 t=5794
jie tu 	截圖	c=2 d=8.12945e-12 t=5794
jie wu 	街舞	c=1 d=1.58569e-12 t=5794
jie zhe 	接着	c=1 d=2.38935e-12 t=5794
jie zou 	節奏	c=2 d=0.0281895 t=5794
jin 	進	c=3 d=3.98973e-11 t=5794
jin 	金	c=2 d=6.16276e-10 t=5794
jin bang ti ming 	金榜題名	c=1 d=0.00860854 t=5794
jin bu 	進步	c=0 d=9.42245e-08 t=5794
jin cheng 	進程	c=1 d=1.92645e-08 t=5794
jin du 	進度	c=1 d=0.085435 t=5794
jin e 	金額	c=1 d=5.27651e-09 t=5794
jin hou 	今後	c=1 d=0.00222055 t=5794
jin jiang 	晉江	c=1 d=0.00882647 t=5794
jin liang 	儘量	c=1 d=0.144424 t=5794
jin rong 	金融	c=6 d=1.70839e-08 t=5794
jin ru 	進入	c=2 d=5.44138e-11 t=5794
jin tian 	今天	c=10 d=3.75829e-05 t=5794
jin xing 	進行	c=5 d=0.58007 t=5794
jin xing 	金星	c=1 d=1.06238e-06 t=5794
jin zhan 	進展	c=5 d=0.622384 t=5794
jing 	驚	c=1 d=5.81541e-06 t=5794
jing chang 	經常	c=2 d=2.19683e-08 t=5794
jing dian 	經典	c=1 d=5.53179e-06 t=5794
jing dong 	京東	c=6 d=0.00784071 t=5794
jing gao 	警告	c=2 d=0.356364 t=5794
jing li 	經歷	c=2 d=1.1116 t=5794
jing li 	經理	c=4 d=0.000468961 t=5794
jing qi 	景氣	c=1 d=8.29664e-10 t=5794
jing que 	精確	c=1 d=0.0256042 t=5794
jing ran 	竟然	c=7 d=0.590306 t=5794
jiu 	久	c=1 d=1.36412e-06 t=5794
jiu 	九	c=6 d=0.0122349 t=5794
jiu 	就	c=47 d=0.0990562 t=5794
jiu 	舊	c=3 d=0.106417 t=5794
jiu jie 	糾結	c=1 d=3.00724e-12 t=5794
jiu jing 	究竟	c=1 d=1.79555e-12 t=5794
jiu shi 	就是	c=5 d=0.177284 t=5794
jiu shuo 	就說	c=1 d=2.57544e-12 t=5794
jiu suan 	就算	c=1 d=1.7567e-11 t=5794
jiu xiang 	就像	c=1 d=0.0428521 t=5794
jiu yao 	就要	c=1 d=3.62773e-13 t=5794
jiu yin 	九陰	c=1 d=0.000342239 t=5794
jiu yin zhen jing 	九陰真經	c=3 d=0.00212481 t=5794
jiu you 	就有	c=2 d=0.07692 t=5794
jiu zhe 	就這	c=1 d=0.000668817 t=5794
jiu zhe yang 	就這樣	c=1 d=1.15125e-10 t=5794
ju 	句	c=1 d=3.16142e-12 t=5794
ju jie 	拒接	c=1 d=1.73922e-11 t=5794
ju ren 	巨人	c=2 d=1.41435e-12 t=5794
ju zhe 	舉着	c=1 d=0.00421123 t=5794
juan 	卷	c=1 d=5.69928e-05 t=5794
jue 	決	c=1 d=0.0359725 t=5794
jue ding 	決定	c=5 d=0.0958323 t=5794
jue dui zhi 	絕對值	c=1 d=0.647265 t=5794
jue ge 	絕歌	c=3 d=0.000469864 t=5794
jue jue 	決絕	c=1 d=3.12943e-10 t=5794
jue se 	角色	c=3 d=4.12448e-07 t=5794
jun 	軍	c=1 d=2.06649e-10 t=5794
ka 	卡	c=1 d=0.000273284 t=5794
ka fei 	咖啡	c=1 d=3.42766e-07 t=5794
ka fei ba 	咖啡吧	c=2 d=2.64107e-06 t=5794
ka pian 	卡片	c=1 d=6.75769e-08 t=5794
kai 	開	c=3 d=1.93081e-06 t=5794
kai dao 	開到	c=1 d=1.33366e-05 t=5794
kai fa 	開發	c=8 d=0.260952 t=5794
kai hui 	開會	c=2 d=0.000126419 t=5794
kai lai 	開來	c=1 d=0.151829 t=5794
kai le 	開了	c=1 d=1.79621e-08 t=5794
kai shi 	開始	c=3 d=0.0801123 t=5794
kai wan xiao 	開玩笑	c=1 d=6.1463e-10 t=5794
kai yuan 	開源	c=1 d=0.000259956 t=5794
kan 	看	c=18 d=1.18671 t=5794
kan bu dong 	看不懂	c=1 d=0.00831246 t=5794
kan dao 	看到	c=4 d=0.008396 t=5794
kan dao le 	看到了	c=1 d=7.73442e-08 t=5794
kan kan 	看看	c=8 d=0.00134458 t=5794
kan le 	看了	c=9 d=0.00290854 t=5794
kan zhe 	看着	c=0 d=1.88311e-06 t=5794
kan zhe ge 	看着各	c=1 d=1.89255e-05 t=5794
kan zhong 	看中	c=1 d=1.11993e-09 t=5794
kang li 	抗力	c=1 d=0.000184106 t=5794
kao 	靠	c=0 d=0.0701173 t=5794
kao shi 	考試	c=1 d=0.00382958 t=5794
ke 	克	c=1 d=7.64029e-11 t=5794
ke 	可	c=1 d=0.278037 t=5794
ke 	客	c=4 d=0.767332 t=5794
ke 	磕	c=1 d=5.6328e-13 t=5794
ke 	課	c=4 d=0.000547929 t=5794
ke bu ke 	可不可	c=1 d=2.75505e-11 t=5794
ke cheng 	課程	c=3 d=0.721719 t=5794
ke du xing 	可讀性	c=1 d=0.106459 t=5794
ke hu 	客戶	c=2 d=0.0294468 t=5794
ke hu duan 	客戶端	c=9 d=1.74111e-08 t=5794
ke jian 	可見	c=1 d=0.0420036 t=5794
ke lian 	可憐	c=1 d=2.40051e-08 t=5794
ke neng 	可能	c=3 d=0.00636743 t=5794
ke neng ne ge 	可能呢個	c=1 d=0.00511796 t=5794
ke shi 	可是	c=1 d=5.54516e-05 t=5794
ke xi 	可惜	c=1 d=2.04099e-11 t=5794
ke xi ni 	客細膩	c=1 d=0.0639279 t=5794
ke xin 	可信	c=1 d=0.0645703 t=5794
ke yi 	可以	c=20 d=0.799396 t=5794
ke yi ba 	可以吧	c=1 d=1.19494e-07 t=5794
ke yi kan 	可以看	c=1 d=5.31759e-12 t=5794
ken die 	啃爹	c=3 d=2.96876e-07 t=5794
keng die 	坑跌	c=4 d=7.58614e-06 t=5794
kong 	空	c=2 d=0.988526 t=5794
kong jian 	控件	c=3 d=7.90676e-08 t=5794
kong shou 	空手	c=1 d=9.44684e-08 t=5794
kong zhi 	控制	c=1 d=1.80958e-07 t=5794
ku 	庫	c=1 d=1.48924e-09 t=5794
ku 	苦	c=3 d=4.07155e-06 t=5794
kua zhang 	誇張	c=1 d=0.159614 t=5794
kuai 	塊	c=1 d=0.000318278 t=5794
kuai 	快	c=9 d=0.00541054 t=5794
kuai di 	快遞	c=2 d=0.00177492 t=5794
kuai su 	快速	c=1 d=0.0132336 t=5794
kuan 	寬	c=1 d=0.729789 t=5794
kuan 	款	c=1 d=5.55951e-06 t=5794
kuan du 	寬度	c=1 d=0.970446 t=5794
kuang jia 	框架	c=1 d=0.0274607 t=5794
kui 	葵	c=1 d=3.77578e-13 t=5794
kui 	虧	c=3 d=0.0108964 t=5794
kui le 	虧了	c=1 d=3.86005e-08 t=5794
kun ming 	昆明	c=5 d=0.00015217 t=5794
kuo zhan 	擴展	c=1 d=0.165299 t=5794
la 	拉	c=1 d=0.0095616 t=5794
la dao 	拉到	c=1 d=8.85082e-06 t=5794
lai 	來	c=14 d=0.27555 t=5794
lai ba 	來吧	c=6 d=4.92623e-06 t=5794
lai bu lai 	來不來	c=1 d=3.09882e-12 t=5794
lai de 	來的	c=1 d=6.25641e-13 t=5794
lai hui 	來回	c=2 d=1.68389e-09 t=5794
lai le 	來了	c=9 d=0.00012363 t=5794
lai zhe 	來着	c=1 d=3.24929e-11 t=5794
lan 	懶	c=1 d=0.000678925 t=5794
lan 	欄	c=4 d=0.00029777 t=5794
lao ba 	老爸	c=3 d=7.28417e-08 t=5794
lao ba lao ma 	老爸老媽	c=1 d=2.15046e-08 t=5794
lao ma 	老媽	c=7 d=5.96911e-06 t=5794
le 	了	c=153 d=0.188539 t=5794
lei 	累	c=1 d=0.000367055 t=5794
lei 	類	c=3 d=0.379696 t=5794
lei a 	淚啊	c=1 d=0.000309671 t=5794
lei mu 	淚目	c=1 d=1.30073e-05 t=5794
lei si 	類似	c=5 d=0.616159 t=5794
lei xing 	類型	c=3 d=0.209092 t=5794
leng 	冷	c=2 d=3.86756e-10 t=5794
li 	李	c=1 d=0.00120654 t=5794
li 	歷	c=1 d=0.00449405 t=5794
li 	立	c=1 d=0.219808 t=5794
li 	裏	c=1 d=0.00353515 t=5794
li hai 	厲害	c=1 d=4.59827e-08 t=5794
li hao 	力豪	c=4 d=1.5158e-08 t=5794
li hui 	例會	c=1 d=0.218712 t=5794
li hui 	立會	c=1 d=0.313486 t=5794
li jiang 	麗江	c=1 d=8.70098e-11 t=5794
li quan 	李泉	c=4 d=0.00244345 t=5794
li shi 	歷史	c=1 d=0.00923273 t=5794
li you 	理由	c=1 d=0.00419023 t=5794
lian 	練	c=1 d=8.98765e-10 t=5794
lian 	連	c=3 d=0.00336274 t=5794
lian dong 	聯動	c=1 d=6.72398e-08 t=5794
lian hua 	蓮花	c=1 d=3.20037e-09 t=5794
lian ji 	練級	c=1 d=0.000142667 t=5794
liang 	兩	c=1 d=0.763379 t=5794
liang ge 	兩個	c=2 d=3.04594e-08 t=5794
liang san 	兩三	c=1 d=2.73377e-08 t=5794
liang tian 	兩天	c=1 d=1.32448e-12 t=5794
