# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	5794
#@/user_id	32c9a853-ebe4-49e9-ac71-f12fd2996abe
a 	吖	c=2 d=0.00608616 t=5794
liao 	了	c=2 d=6.26088e-08 t=5794
liao 	聊	c=0 d=1.56938e-09 t=5794
liao jie 	瞭解	c=1 d=0.0168231 t=5794
lie 	列	c=2 d=5.8534e-09 t=5794
lie biao 	列表	c=1 d=6.42811e-08 t=5794
lie ri 	烈日	c=2 d=1.13738e-05 t=5794
lin 	林	c=9 d=0.00573909 t=5794
lin 	霖	c=1 d=0.00124328 t=5794
lin jian dong 	林建東	c=6 d=0.00470095 t=5794
lin qing xia 	林青霞	c=2 d=1.72252e-09 t=5794
lin yi 	林一	c=1 d=0.0010333 t=5794
ling 	另	c=1 d=4.88261e-08 t=5794
ling 	領	c=1 d=2.30043e-07 t=5794
ling chen 	凌晨	c=1 d=1.08421e-10 t=5794
ling hun 	靈魂	c=1 d=3.24874e-09 t=5794
ling qu 	領取	c=2 d=0.000346786 t=5794
ling wai 	另外	c=1 d=3.10631e-11 t=5794
liu 	六	c=2 d=5.03056e-06 t=5794
liu 	劉	c=1 d=3.15379e-13 t=5794
liu dong 	流動	c=0 d=0.00428521 t=5794
liu dong zhe 	流動着	c=1 d=0.0430669 t=5794
liu lan 	瀏覽	c=2 d=0.00344787 t=5794
liu lang 	流浪	c=1 d=3.23253e-09 t=5794
liu xing 	流行	c=1 d=3.56328e-08 t=5794
lou shang 	樓上	c=1 d=6.31606e-07 t=5794
lu 	陸	c=1 d=0.650509 t=5794
lu shang 	路上	c=1 d=1.3606e-05 t=5794
luo 	羅	c=2 d=0.0029254 t=5794
luo ji 	邏輯	c=1 d=0.0833256 t=5794
lv 	律	c=1 d=0.737123 t=5794
lv 	率	c=1 d=5.89006e-09 t=5794
lv ji 	律己	c=1 d=0.726149 t=5794
ma 	嗎	c=4 d=0.057602 t=5794
ma 	嘛	c=17 d=0.00524624 t=5794
ma 	媽	c=1 d=1.62528e-08 t=5794
ma che 	馬車	c=1 d=2.50409e-05 t=5794
ma fan 	麻煩	c=2 d=1.08419e-09 t=5794
ma ma 	媽媽	c=0 d=4.76368e-13 t=5794
ma ma de 	媽媽的	c=1 d=4.78756e-12 t=5794
ma mi 	媽咪	c=1 d=0.0031042 t=5794
ma nong 	碼農	c=2 d=0.771576 t=5794
ma ren 	罵人	c=1 d=5.22223e-05 t=5794
ma shang 	馬上	c=2 d=4.06702e-10 t=5794
ma su 	馬蘇	c=1 d=1.44523e-09 t=5794
mai 	買	c=8 d=7.9839e-05 t=5794
mai guo 	買過	c=1 d=0.00115923 t=5794
mai le 	買了	c=2 d=7.48646e-07 t=5794
mai mai 	買賣	c=1 d=6.84327e-09 t=5794
man 	慢	c=2 d=0.00292342 t=5794
man 	滿	c=2 d=0.000548043 t=5794
man 	蠻	c=1 d=6.63989e-07 t=5794
man pao 	慢跑	c=1 d=0.000593188 t=5794
man tian 	漫天	c=1 d=3.12837e-06 t=5794
man tou 	饅頭	c=1 d=0.377192 t=5794
man zu 	滿足	c=1 d=0.0247235 t=5794
mang 	忙	c=1 d=4.82073e-05 t=5794
mang 	芒	c=1 d=1.22244e-10 t=5794
mang lu 	忙碌	c=1 d=1.02124e-12 t=5794
mao 	貓	c=2 d=0.00435015 t=5794
mao si 	貌似	c=4 d=8.64079e-05 t=5794
mao xian 	冒險	c=1 d=1.0295e-05 t=5794
me 	麼	c=1 d=3.60963e-13 t=5794
mei 	每	c=2 d=0.966381 t=5794
mei 	沒	c=26 d=0.0125769 t=5794
mei 	美	c=3 d=1.01995e-11 t=5794
mei ban 	美版	c=2 d=0.000192958 t=5794
mei ban fa 	沒辦法	c=1 d=3.74725e-12 t=5794
mei de 	妹的	c=2 d=3.87048e-11 t=5794
mei fa 	沒法	c=1 d=2.39513e-11 t=5794
mei fa xian 	沒發現	c=2 d=0.000312783 t=5794
mei fan ying 	沒反應	c=1 d=1.18938e-11 t=5794
mei guo 	美國	c=1 d=9.18825e-05 t=5794
mei ju 	枚舉	c=2 d=6.69731e-09 t=5794
mei jue 	沒覺	c=1 d=1.42395e-11 t=5794
mei kan 	沒看	c=2 d=5.96121e-08 t=5794
mei kan dao 	沒看到	c=1 d=5.83046e-07 t=5794
mei ke neng 	沒可能	c=1 d=9.21674e-12 t=5794
mei lian 	沒臉	c=1 d=3.89885e-08 t=5794
mei qi 	沒騎	c=1 d=5.76048e-12 t=5794
mei ren 	沒人	c=1 d=1.77007e-12 t=5794
mei ren 	美人	c=1 d=1.14789e-05 t=5794
mei ri 	每日	c=1 d=0.311923 t=5794
mei sha 	沒啥	c=0 d=1.35078e-09 t=5794
mei sha yong 	沒啥用	c=1 d=1.35755e-08 t=5794
mei shen me 	沒什麼	c=1 d=9.9586e-11 t=5794
mei shi 	沒事	c=2 d=1.64346e-10 t=5794
mei shuo 	沒說	c=1 d=0.000553084 t=5794
mei tian 	每天	c=3 d=0.600502 t=5794
mei yi 	每一	c=1 d=0.574072 t=5794
mei yi ge 	每一個	c=1 d=0.0911727 t=5794
mei yong 	沒用	c=2 d=1.41e-08 t=5794
mei you 	沒有	c=19 d=0.135995 t=5794
mei zhao dao 	沒找到	c=2 d=8.9279e-12 t=5794
mei zhou 	每周	c=13 d=0.0102968 t=5794
mei zhou 	每週	c=1 d=3.31549e-13 t=5794
mei zhou hui gu 	每周回顧	c=3 d=3.5614e-09 t=5794
mei zhu yi 	沒主意	c=1 d=2.32355e-07 t=5794
men 	們	c=1 d=1.8506e-06 t=5794
men 	門	c=1 d=5.84456e-06 t=5794
men piao 	門票	c=1 d=2.26618e-07 t=5794
meng 	夢	c=5 d=0.00112748 t=5794
meng 	蒙	c=1 d=1.23473e-10 t=5794
meng mian 	蒙面	c=5 d=0.0058075 t=5794
mi 	米	c=0 d=0.0822835 t=5794
mi ma 	密碼	c=5 d=0.00286962 t=5794
mi shang 	迷上	c=1 d=1.36083e-07 t=5794
mian ao 	棉襖	c=1 d=2.10823e-10 t=5794
mian fei 	免費	c=1 d=2.28896e-07 t=5794
mian xi 	免息	c=1 d=9.85447e-05 t=5794
miao 	秒	c=2 d=0.983596 t=5794
miao shu 	描述	c=1 d=0.207008 t=5794
min jie 	敏捷	c=5 d=0.35043 t=5794
ming 	名	c=2 d=8.44901e-10 t=5794
ming 	命	c=1 d=3.4753e-08 t=5794
ming 	茗	c=4 d=0.00113881 t=5794
ming cheng 	名稱	c=3 d=0.857254 t=5794
ming chun yuan 	茗春苑	c=1 d=7.12013e-05 t=5794
ming ling 	命令	c=4 d=0.148823 t=5794
ming ming 	明明	c=1 d=1.88895e-12 t=5794
ming tian 	明天	c=9 d=1.28138e-05 t=5794
ming xian 	明顯	c=2 d=1.14641e-08 t=5794
ming ye 	明也	c=1 d=0.000176887 t=5794
ming zi 	名字	c=3 d=0.00273682 t=5794
mo 	麼	c=1 d=8.50812e-12 t=5794
mo kuai 	模塊	c=2 d=1.48106e-07 t=5794
mo mo 	默默	c=1 d=6.45923e-06 t=5794
mo ni 	模擬	c=0 d=1.60163e-13 t=5794
mo ni pan 	模擬盤	c=1 d=1.60966e-12 t=5794
mo ren 	默認	c=3 d=4.52214e-07 t=5794
mo ri 	末日	c=1 d=0.000198445 t=5794
mo shi 	末世	c=1 d=0.000185956 t=5794
mou 	謀	c=2 d=0.000804781 t=5794
mu 	慕	c=1 d=0.66034 t=5794
mu ban 	木板	c=1 d=5.71793e-13 t=5794
mu lu 	目錄	c=2 d=1.11836e-09 t=5794
mu qian 	目前	c=3 d=0.00610256 t=5794
mu zi 	母子	c=1 d=3.15272e-09 t=5794
na 	拿	c=4 d=4.52102e-05 t=5794
na 	那	c=12 d=0.00165679 t=5794
na ben 	那本	c=3 d=9.63641e-07 t=5794
na bian 	那邊	c=1 d=2.4001e-06 t=5794
na bu 	那部	c=1 d=5.50701e-12 t=5794
na chu lai 	拿出來	c=1 d=0.00388746 t=5794
na ci 	那次	c=1 d=1.19206e-08 t=5794
na e 	那額	c=1 d=3.59163e-13 t=5794
na er 	哪兒	c=1 d=3.10684e-13 t=5794
na ge 	哪個	c=3 d=5.21263e-12 t=5794
na ge 	那個	c=8 d=7.8405e-05 t=5794
na jiu 	那就	c=1 d=9.35603e-12 t=5794
na li 	哪裏	c=2 d=0.00296832 t=5794
na me 	那麼	c=2 d=0.599586 t=5794
na mu cuo 	納木錯	c=2 d=3.46165e-10 t=5794
na ne 	哪呢	c=0 d=3.01297e-06 t=5794
na ruan jian 	那軟件	c=1 d=1.11166e-10 t=5794
na sha 	那殺	c=1 d=8.83248e-11 t=5794
na shang 	拿上	c=2 d=4.14203e-06 t=5794
na shi 	那是	c=3 d=3.31128e-06 t=5794
na wei 	那位	c=1 d=3.73757e-11 t=5794
na wo 	那我	c=1 d=9.35285e-08 t=5794
na xie 	那些	c=1 d=7.35596e-06 t=5794
na yang 	那樣	c=1 d=8.0487e-06 t=5794
na ye shi 	那也是	c=1 d=2.68055e-12 t=5794
na you 	哪有	c=2 d=8.00856e-06 t=5794
na you mei you 	那有沒有	c=1 d=3.7087e-08 t=5794
na zhong 	哪種	c=1 d=0.000575656 t=5794
na zhong 	那種	c=3 d=5.43387e-10 t=5794
nai nai 	奶奶	c=1 d=1.37455e-08 t=5794
nan 	南	c=1 d=5.90329e-06 t=5794
nan dao 	難道	c=2 d=1.74505e-09 t=5794
nao 	腦	c=1 d=6.05274e-06 t=5794
ne 	呢	c=7 d=0.00437489 t=5794
ne ge 	呢個	c=0 d=0.000514957 t=5794
nei cun 	內存	c=1 d=3.18332e-05 t=5794
nei dan 	內膽	c=1 d=2.34164e-10 t=5794
nei ju 	內聚	c=1 d=0.139457 t=5794
nei ku 	內褲	c=2 d=0.846367 t=5794
nei mu 	內幕	c=1 d=3.72729e-08 t=5794
nei rong 	內容	c=2 d=0.0528657 t=5794
nei zhi 	內置	c=1 d=1.15962e-07 t=5794
neng 	能	c=9 d=0.131508 t=5794
ni 	你	c=39 d=0.316338 t=5794
ni bang 	你幫	c=1 d=1.09775e-09 t=5794
ni de 	你的	c=1 d=0.055299 t=5794
ni deng lu 	你登錄	c=1 d=3.65473e-12 t=5794
ni guo lai 	你過來	c=1 d=5.25109e-11 t=5794
ni hai zai 	你還在	c=1 d=2.99224e-12 t=5794
ni he 	你和	c=1 d=1.15943e-05 t=5794
ni jia 	你家	c=2 d=4.8032e-12 t=5794
ni jin tian 	你今天	c=1 d=3.04325e-05 t=5794
ni jiu jing 	你究竟	c=1 d=1.02884e-11 t=5794
ni kan kan 	你看看	c=1 d=1.21614e-08 t=5794
ni kang 	尼康	c=1 d=0.00334597 t=5794
ni ma 	你媽	c=5 d=0.00948437 t=5794
ni men 	你們	c=3 d=7.70356e-11 t=5794
ni neng 	你能	c=1 d=0.0303487 t=5794
ni niu 	你牛	c=1 d=2.66582e-06 t=5794
ni qu 	你去	c=1 d=3.13593e-05 t=5794
ni shou ji 	你手機	c=1 d=3.15165e-05 t=5794
ni shuo 	你說	c=3 d=0.000531445 t=5794
ni wen 	你問	c=1 d=2.40133e-12 t=5794
ni xiang 	逆向	c=4 d=0.0144798 t=5794
ni zi ji 	你自己	c=1 d=1.06531e-09 t=5794
nian 	年	c=2 d=0.0049118 t=5794
nian 	念	c=2 d=6.51548e-12 t=5794
nian ji 	年紀	c=1 d=1.37807e-08 t=5794
nian lu 	輦路	c=0 d=1.73443e-09 t=5794
niang 	娘	c=1 d=1.6169e-06 t=5794
ning meng 	檸檬	c=1 d=1.91652e-06 t=5794
ning yuan 	寧遠	c=4 d=0.000666355 t=5794
niu 	牛	c=1 d=1.37427e-05 t=5794
niu bi 	牛逼	c=1 d=1.99046e-05 t=5794
nong 	弄	c=6 d=0.00599825 t=5794
nong cun 	農村	c=1 d=3.16798e-07 t=5794
nu li 	努力	c=1 d=0.000792752 t=5794
nu li ba 	努力吧	c=1 d=1.79682e-12 t=5794
nv 	女	c=5 d=0.414795 t=5794
nv shen 	女神	c=2 d=6.75426e-07 t=5794
nv shi 	女士	c=1 d=0.425283 t=5794
nv wang 	女王	c=2 d=4.48918e-12 t=5794
o 	哦	c=6 d=0.00654545 t=5794
o o 	哦哦	c=1 d=3.69083e-10 t=5794
o o o 	哦哦哦	c=1 d=1.98335e-07 t=5794
o o o o 	哦哦哦哦	c=1 d=1.53804e-06 t=5794
ou er 	偶爾	c=1 d=7.03467e-10 t=5794
ou shu 	偶數	c=2 d=1.28166 t=5794
ou xiang 	偶像	c=5 d=5.69262e-09 t=5794
pa 	怕	c=1 d=8.72351e-12 t=5794
pa 	爬	c=1 d=0.382893 t=5794
pa shan 	爬山	c=1 d=0.00381048 t=5794
pai 	派	c=1 d=5.93288e-06 t=5794
pai chu 	排除	c=1 d=0.0152985 t=5794
pai sheng 	派生	c=1 d=0.161218 t=5794
pai zhao 	拍照	c=2 d=0.00366107 t=5794
pan 	盤	c=2 d=4.33258e-08 t=5794
pang 	胖	c=1 d=6.17501e-06 t=5794
pei 	賠	c=2 d=1.79267e-06 t=5794
pei 	陪	c=2 d=4.34222e-11 t=5794
pei fu 	佩服	c=1 d=1.84677e-11 t=5794
pei se 	配色	c=1 d=0.860708 t=5794
pei xun 	培訓	c=2 d=5.03978e-12 t=5794
pei zhi 	配置	c=2 d=6.52924e-10 t=5794
pen tou 	噴頭	c=1 d=0.000201444 t=5794
peng 	碰	c=1 d=0.00226541 t=5794
peng you 	朋友	c=2 d=9.28059e-05 t=5794
pi ju 	皮具	c=2 d=6.26047e-13 t=5794
pian 	片	c=2 d=3.06679e-06 t=5794
pian pian 	偏偏	c=1 d=1.22498e-05 t=5794
pian yi 	便宜	c=2 d=0.000177015 t=5794
pin fan 	頻繁	c=3 d=0.359231 t=5794
ping 	評	c=1 d=0.000103597 t=5794
ping gu 	評估	c=2 d=0.166456 t=5794
ping guo 	蘋果	c=3 d=0.000127686 t=5794
ping jia 	評價	c=1 d=0.000605171 t=5794
ping mu 	屏幕	c=1 d=1.66184e-05 t=5794
ping tai 	平臺	c=6 d=0.0193514 t=5794
po 	破	c=1 d=0.67368 t=5794
po jie 	破解	c=6 d=0.000252278 t=5794
po li 	魄力	c=1 d=1.56938e-08 t=5794
qi 	期	c=4 d=1.16899e-08 t=5794
qi 	琦	c=1 d=0.00246639 t=5794
qi 	起	c=4 d=4.93494e-06 t=5794
qi 	騎	c=5 d=0.00708621 t=5794
qi che 	騎車	c=4 d=0.00134108 t=5794
qi dong 	啓動	c=2 d=8.93112e-09 t=5794
qi fu 	欺負	c=1 d=8.17312e-10 t=5794
qi fu 	起伏	c=1 d=8.21409e-10 t=5794
qi shi 	其實	c=2 d=1.5397e-08 t=5794
qi ta 	其他	c=3 d=0.000443861 t=5794
qi xia 	奇俠	c=1 d=1.70919e-12 t=5794
qi xian 	期限	c=1 d=0.0144076 t=5794
qi yue 	七月	c=1 d=2.97681e-10 t=5794
qi yue 	契約	c=1 d=0.154124 t=5794
qi zhang 	七章	c=1 d=4.61174e-13 t=5794
qian 	前	c=2 d=2.79024e-08 t=5794
qian 	千	c=1 d=6.8456e-13 t=5794
qian 	欠	c=1 d=2.449e-08 t=5794
qian 	錢	c=8 d=0.00777414 t=5794
qian bi 	鉛筆	c=1 d=7.19658e-13 t=5794
qian ji tian 	前幾天	c=1 d=3.9272e-05 t=5794
qian jin 	前進	c=1 d=0.0155297 t=5794
qian shui 	潛水	c=1 d=4.3642e-11 t=5794
qiang ping 	強平	c=1 d=5.86068e-09 t=5794
qiao 	撬	c=1 d=4.09025e-13 t=5794
qiao 	敲	c=2 d=3.7966e-06 t=5794
qiao le 	撬了	c=1 d=4.02935e-13 t=5794
qiao qiao 	瞧瞧	c=1 d=1.10326e-09 t=5794
qin 	琴	c=1 d=1.41271e-06 t=5794
qin 	秦	c=1 d=8.03202e-11 t=5794
qin 	親	c=1 d=1.41979e-06 t=5794
qin lao 	勤勞	c=1 d=5.34334e-10 t=5794
qing 	清	c=1 d=2.63382e-11 t=5794
qing 	請	c=3 d=1.40692e-06 t=5794
qing 	青	c=1 d=3.12996e-09 t=5794
qing chu 	清楚	c=2 d=0.0515605 t=5794
qing jia 	請假	c=1 d=1.19336e-11 t=5794
qing jia zhong 	請假中	c=1 d=1.17755e-11 t=5794
qing nian 	青年	c=0 d=2.63427e-14 t=5794
qing nian lu 	青輦路	c=1 d=1.74313e-08 t=5794
qing nian shuo 	青年說	c=1 d=2.64747e-13 t=5794
qing ting 	傾聽	c=1 d=0.0893673 t=5794
qing xi 	清晰	c=4 d=0.355009 t=5794
qing zang 	青藏	c=2 d=4.52887e-10 t=5794
qiu 	求	c=3 d=4.72823e-06 t=5794
qiu hun 	求婚	c=1 d=0.00932553 t=5794
qiu qiu 	球球	c=1 d=2.30599e-06 t=5794
qu 	去	c=22 d=0.0146749 t=5794
qu ba 	去吧	c=1 d=5.84555e-08 t=5794
qu bu 	去不	c=1 d=0.00065886 t=5794
qu diao 	去掉	c=1 d=3.86137e-12 t=5794
qu fen 	區分	c=1 d=0.273898 t=5794
qu le 	去了	c=3 d=0.000117979 t=5794
qu na 	去哪	c=1 d=2.24884e-11 t=5794
qu na de 	去哪的	c=1 d=9.05608e-11 t=5794
qu na er 	去哪兒	c=2 d=0.000992264 t=5794
qu qu 	去去	c=1 d=4.23522e-11 t=5794
qu she 	取捨	c=1 d=0.118245 t=5794
qu yu 	區域	c=4 d=4.78303e-07 t=5794
quan 	全	c=1 d=2.62069e-11 t=5794
quan 	泉	c=1 d=0.00121259 t=5794
quan ji 	全集	c=1 d=5.34425e-12 t=5794
quan mian 	全面	c=1 d=0.00612731 t=5794
quan xian 	權限	c=5 d=2.02445e-07 t=5794
que 	卻	c=1 d=3.2398e-06 t=5794
que ding 	確定	c=1 d=2.46086e-06 t=5794
que ren 	確認	c=2 d=0.00699443 t=5794
que xian 	缺陷	c=1 d=0.318224 t=5794
ran 	然	c=4 d=0.000678357 t=5794
ran hou 	然後	c=3 d=9.5589e-05 t=5794
rang 	讓	c=7 d=0.302246 t=5794
ren 	人	c=18 d=1.84791 t=5794
ren he 	任何	c=3 d=0.00416933 t=5794
ren he ren 	任何人	c=2 d=0.461074 t=5794
ren hen 	人很	c=0 d=0.0433874 t=5794
ren hen hao 	人很好	c=1 d=0.436049 t=5794
ren hua 	人話	c=1 d=1.39865e-06 t=5794
ren mai 	人脈	c=2 d=1.8711e-12 t=5794
ren pin 	人品	c=1 d=2.74794e-10 t=5794
ren shou 	人手	c=1 d=5.05653e-08 t=5794
ren wu 	任務	c=1 d=0.0214936 t=5794
ren yuan 	人員	c=1 d=0.0383884 t=5794
ren zhen 	認真	c=1 d=9.98267e-10 t=5794
reng le 	扔了	c=0 d=0.000188279 t=5794
reng le ba 	扔了吧	c=1 d=0.00189223 t=5794
ri 	日	c=1 d=0.000645813 t=5794
ri ji 	日記	c=3 d=4.08957e-09 t=5794
ri li 	日曆	c=1 d=8.89519e-06 t=5794
ri zhi 	日誌	c=2 d=0.344159 t=5794
ri zi 	日子	c=1 d=1.01074e-08 t=5794
ru 	入	c=2 d=0.0131677 t=5794
ru 	如	c=8 d=0.0143135 t=5794
ru ge 	如歌	c=1 d=1.09209e-07 t=5794
ru guo 	如果	c=2 d=1.10532e-07 t=5794
ru he 	如何	c=4 d=0.00302054 t=5794
ru ji ru ke 	如飢如渴	c=1 d=0.0178634 t=5794
ruan jia 	軟家	c=1 d=6.79387e-12 t=5794
ruan jian 	軟件	c=7 d=0.0224829 t=5794
san 	三	c=1 d=6.14421e-06 t=5794
san fen 	三分	c=0 d=3.83949e-05 t=5794
san fen yi 	三分一	c=1 d=0.000385874 t=5794
san ge 	三個	c=0 d=3.78233e-05 t=5794
san ge lai 	三個來	c=1 d=0.000380129 t=5794
san jia 	散架	c=1 d=2.23206e-05 t=5794
san xiang 	三項	c=1 d=7.21153e-08 t=5794
se 	色	c=1 d=0.000182274 t=5794
sha 	啥	c=10 d=7.19249e-05 t=5794
sha 	殺	c=1 d=9.07952e-12 t=5794
sha po lang 	殺破狼	c=2 d=1.07845e-06 t=5794
shai 	曬	c=1 d=2.38894e-10 t=5794
shan chu 	刪除	c=4 d=0.794542 t=5794
shang 	上	c=15 d=0.204752 t=5794
shang 	尚	c=3 d=0.00488597 t=5794
shang ban 	上班	c=4 d=3.17102e-05 t=5794
shang chuang 	上牀	c=1 d=9.83405e-10 t=5794
shang ci 	上次	c=6 d=0.00366668 t=5794
shang ge yue 	上個月	c=1 d=8.44096e-07 t=5794
shang hai 	上海	c=2 d=3.38017e-05 t=5794
shang hao 	上好	c=1 d=1.06274e-10 t=5794
shang lai 	上來	c=1 d=1.98478e-06 t=5794
shang lai ba 	上來吧	c=1 d=8.96597e-11 t=5794
shang mian 	上面	c=1 d=0.00843808 t=5794
shang qu 	上去	c=1 d=6.12939e-07 t=5794
shang shu 	上書	c=1 d=5.85968e-07 t=5794
shang xian 	上線	c=2 d=9.79496e-13 t=5794
shang xin 	傷心	c=1 d=4.80535e-11 t=5794
shao 	少	c=1 d=2.76792e-07 t=5794
shao kao 	燒烤	c=3 d=0.000732076 t=5794
shao nian 	少年	c=1 d=1.04927e-07 t=5794
shao shao 	稍稍	c=1 d=5.34152e-06 t=5794
she 	舌	c=1 d=0.767206 t=5794
she ding 	設定	c=1 d=0.0142642 t=5794
she hui 	社會	c=2 d=1.37806 t=5794
she ji 	設計	c=16 d=0.772149 t=5794
she li 	設立	c=1 d=0.0146253 t=5794
she zhi 	設置	c=10 d=0.0226082 t=5794
shen 	身	c=1 d=5.19973e-13 t=5794
shen me 	什麼	c=20 d=0.0341949 t=5794
shen shang 	身上	c=1 d=1.38544e-12 t=5794
shen tan 	神探	c=1 d=1.05453e-07 t=5794
shen ti 	身體	c=2 d=2.07566e-11 t=5794
shen xiao 	神效	c=1 d=0.00873865 t=5794
shen zhen 	深圳	c=1 d=3.39711e-05 t=5794
sheng 	省	c=1 d=6.12835e-05 t=5794
sheng chan 	生產	c=2 d=1.91847e-12 t=5794
sheng huo 	生活	c=2 d=1.11717 t=5794
sheng qian 	省錢	c=1 d=2.62702e-10 t=5794
sheng ri 	生日	c=1 d=8.05007e-08 t=5794
sheng xia 	剩下	c=1 d=0.0880368 t=5794
sheng yi 	生意	c=2 d=7.46072e-08 t=5794
sheng yin 	聲音	c=1 d=0.090718 t=5794
shi 	事	c=17 d=1.05621 t=5794
shi 	師	c=0 d=4.73992e-13 t=5794
shi 	式	c=2 d=0.160194 t=5794
shi 	拾	c=1 d=0.29523 t=5794
shi 	是	c=49 d=0.330242 t=5794
shi 	時	c=2 d=0.0623495 t=5794
shi 	試	c=13 d=2.09165e-05 t=5794
shi a 	是啊	c=8 d=0.00061768 t=5794
shi bai 	失敗	c=1 d=2.10788e-08 t=5794
shi bu 	是不	c=1 d=0.000139842 t=5794
shi bu shi 	是不是	c=4 d=0.00951391 t=5794
shi dai 	時代	c=0 d=0.0367879 t=5794
shi de 	是的	c=3 d=1.2811e-11 t=5794
shi di 	是滴	c=5 d=4.91816e-05 t=5794
shi ge 	是個	c=1 d=1.29134e-08 t=5794
shi guang 	時光	c=1 d=1.73414e-06 t=5794
shi han 	詩函	c=1 d=4.23594e-13 t=5794
shi he 	適合	c=1 d=0.000256085 t=5794
shi hou 	時候	c=9 d=0.00631381 t=5794
shi ji 	世紀	c=0 d=4.55407e-13 t=5794
shi ji cheng 	世紀城	c=4 d=8.02939e-05 t=5794
shi jian 	事件	c=3 d=4.78347e-07 t=5794
shi jian 	實踐	c=1 d=6.69045e-08 t=5794
shi jian 	時間	c=14 d=0.328534 t=5794
shi jian he 	時間盒	c=1 d=0.021068 t=5794
shi jie 	世界	c=3 d=0.822835 t=5794
shi ni 	是你	c=1 d=3.05268e-12 t=5794
shi pin 	視頻	c=8 d=0.00025287 t=5794
shi ping 	時評	c=2 d=3.89064e-05 t=5794
shi san 	十三	c=0 d=1.69219e-13 t=5794
shi shang 	史上	c=1 d=0.458406 t=5794
shi shi 	事實	c=1 d=0.0948935 t=5794
shi shi 	試試	c=2 d=0.00527382 t=5794
shi shi jian 	事時間	c=1 d=0.0218184 t=5794
shi wei 	視爲	c=1 d=0.180866 t=5794
shi wu 	十五	c=2 d=0.0048873 t=5794
shi xian 	實現	c=5 d=0.373719 t=5794
shi xing 	實行	c=1 d=0.240508 t=5794
shi yi 	十一	c=1 d=0.00210172 t=5794
shi yin wei 	是因爲	c=1 d=0.008271 t=5794
shi yo 	是喲	c=2 d=2.89162e-10 t=5794
shi yong 	使用	c=13 d=0.754328 t=5794
shi yong ta 	使用它	c=1 d=0.0668703 t=5794
shi you jie 	石油界	c=1 d=4.24474e-08 t=5794
shi yue 	十月	c=1 d=0.404542 t=5794
shi zai 	實在	c=1 d=0.000413853 t=5794
shou 	受	c=1 d=1.03865e-05 t=5794
shou bu liao 	受不了	c=3 d=7.51024e-05 t=5794
shou ce 	手冊	c=4 d=8.73381e-09 t=5794
shou dou 	手抖	c=1 d=0.00373503 t=5794
shou hu 	守護	c=3 d=0.0499281 t=5794
shou huo 	收穫	c=1 d=0.000459671 t=5794
shou ji 	手機	c=6 d=0.000173781 t=5794
shou shi 	收拾	c=1 d=1.4093e-07 t=5794
shou shi lv 	收視率	c=1 d=0.0023935 t=5794
shou xu 	手續	c=0 d=5.89006e-10 t=5794
shou xu fei 	手續費	c=0 d=6.47705e-10 t=5794
shou xu fei e 	手續費額	c=1 d=6.50952e-09 t=5794
shou xu fei lv 	手續費率	c=1 d=5.91958e-09 t=5794
shou zi mu 	首字母	c=1 d=0.00326335 t=5794
shu 	書	c=10 d=0.623931 t=5794
shu 	殊	c=2 d=0.00115514 t=5794
shu 	熟	c=1 d=8.94282e-10 t=5794
shu 	蜀	c=1 d=0.321422 t=5794
shu 	贖	c=1 d=0.00775048 t=5794
shu bao 	書包	c=0 d=3.09029e-10 t=5794
shu bao wo 	書包我	c=1 d=3.10578e-09 t=5794
shu dian 	書店	c=4 d=2.69736e-06 t=5794
shu hai 	殊骸	c=1 d=0.000281606 t=5794
shu ju 	數據	c=5 d=1.8506e-05 t=5794
shu ju ku 	數據庫	c=3 d=1.4536e-05 t=5794
shu ping 	書評	c=1 d=1.68289e-06 t=5794
shu ru 	輸入	c=2 d=0.383997 t=5794
shu ru fa 	輸入法	c=1 d=0.000854495 t=5794
shu shu 	叔叔	c=3 d=2.65912e-12 t=5794
shu zi 	數字	c=1 d=0.00023056 t=5794
shu zu 	數組	c=2 d=0.751952 t=5794
shua 	刷	c=1 d=2.18259e-06 t=5794
shua xin 	刷新	c=1 d=2.89581e-09 t=5794
shuan 	栓	c=1 d=0.0290133 t=5794
shuang ji 	雙擊	c=1 d=7.56298e-09 t=5794
shuang long 	雙龍	c=1 d=1.76947e-08 t=5794
shui 	睡	c=1 d=6.01109e-13 t=5794
shui 	誰	c=4 d=2.96476e-08 t=5794
shui jiao 	睡覺	c=2 d=1.5785e-06 t=5794
shui qing 	水情	c=1 d=0.00748391 t=5794
shuo 	說	c=22 d=0.000830849 t=5794
shuo ba 	說吧	c=1 d=1.69132e-06 t=5794
shuo de 	說的	c=1 d=8.50378e-06 t=5794
shuo le 	說了	c=1 d=3.14565e-12 t=5794
si 	四	c=1 d=0.000405658 t=5794
si 	死	c=3 d=8.48232e-07 t=5794
si ba 	四八	c=1 d=8.14925e-05 t=5794
si kao 	思考	c=0 d=0.0701173 t=5794
si kao kao 	思考靠	c=1 d=0.704688 t=5794
si le 	撕了	c=1 d=0.0018734 t=5794
si ren 	私人	c=1 d=1.90268e-09 t=5794
si wei 	思維	c=3 d=0.0262905 t=5794
song 	送	c=1 d=8.25386e-08 t=5794
sou 	搜	c=1 d=5.26468e-12 t=5794
